Theme,Count
WB_337_INSURANCE,10
WB_667_ICT_INFRASTRUCTURE,3
WB_669_SOFTWARE_INFRASTRUCTURE,2
WB_2945_DATABASE,2
TAX_FNCACT_DRIVER,9
ECON_WORLDCURRENCIES_DOLLAR,7
ECON_WORLDCURRENCIES_US_DOLLAR,1
CRIME_COMMON_ROBBERY,4
TAX_FNCACT_MANAGER,18
TAX_FNCACT_BABY,1
INFO_RUMOR,2
TAX_FNCACT_MESSENGER,16
TAX_FNCACT_DISPATCHER,1
TAX_FNCACT_RUNNER,1
EXILE,2
TAX_FNCACT_SPIRITUAL_LEADER,2
RELIGION,21
TAX_FNCACT_MONK,3
TAX_RELIGION_BUDDHISM,2
TAX_AIDGROUPS_AMNESTY_INTERNATIONAL,2
TAX_RELIGION_BUDDHIST,3
TAX_ETHNICITY_BUDDHIST,3
KIDNAP,4
TAX_FNCACT_ARCHBISHOP,2
TAX_FNCACT_FATHER,3
TAX_FNCACT_PEER,3
TAX_WORLDLANGUAGES_BURMA,1
HUMAN_RIGHTS_ABUSES_HUMAN_RIGHTS_ABUSES,2
REBELLION,4
WB_739_POLITICAL_VIOLENCE_AND_CIVIL_WAR,1
LANDMINE,1
TAX_WEAPONS_LANDMINES,1
TAX_WEAPONS_GUNS,1
NATURAL_DISASTER_FLOODING,1
CRISISLEX_C06_WATER_SANITATION,5
TAX_ETHNICITY_PALESTINIAN,3
WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,14
WB_1462_WATER_SANITATION_AND_HYGIENE,7
ECON_UNIONS,4
WB_1668_LABOR_STANDARDS,4
WB_855_LABOR_MARKETS,11
WB_1670_TRADE_UNIONS,3
TAX_DISEASE_SARS,4
TAX_FNCACT_AGENTS,6
ECON_WORLDCURRENCIES_US_DOLLARS,4
TAX_MILITARY_TITLE_CAPTAIN,4
TAX_FNCACT_CAPTAIN,4
WB_1358_GENERIC_DRUGS,4
ECON_WORLDCURRENCIES_BRITISH_POUND,2
WB_701_JOBS_AND_POVERTY,3
WB_1170_JOB_CREATION_AND_JOB_OPPORTUNITIES,3
UNGP_JOB_OPPORTUNITIES_EMPLOYMENT,5
TAX_ETHNICITY_GREEKS,2
TAX_WORLDLANGUAGES_GREEKS,2
WB_165_AIR_TRANSPORT,12
WB_164_MODES_OF_TRANSPORT,12
WB_769_INVESTMENT_POLICY,2
WB_2552_INVESTMENT_PROMOTION,2
TAX_DISEASE_LISTERIOSIS,2
TAX_FNCACT_TOUR_GUIDE,3
WB_2142_LOCAL_GOVERNMENT,4
WB_1502_EDUCATIONAL_DECENTRALIZATION,4
WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION,4
TAX_FNCACT_PUBLISHER,6
WB_2386_BROADCASTING_POLICY_AND_STRATEGY,4
EPU_POLICY_PUBLIC_INVESTMENT,4
TAX_ETHNICITY_AFRIKANER,4
WB_332_CAPITAL_MARKETS,5
TAX_FNCACT_MANAGERS,5
TAX_FNCACT_BUSINESSMEN,4
DISCRIMINATION_RACE,8
DISCRIMINATION_RACE_RACISM,8
TAX_FNCACT_REGULATORS,11
ECON_MONOPOLY,16
WB_700_INEQUALITY_AND_SHARED_PROSPERITY,4
WB_1167_EQUALITY_OF_OPPORTUNITIES,4
WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES,4
WB_729_PERFORMANCE_MANAGEMENT,1
WB_723_PUBLIC_ADMINISTRATION,5
WB_725_ORGANIZATIONAL_MANAGEMENT,1
FOOD_SECURITY,23
WB_199_FOOD_SECURITY,1
UNGP_AFFORDABLE_NUTRITIOUS_FOOD,1
SLFID_MINERAL_RESOURCES,17
TAX_FNCACT_ARCHITECT,1
DISCRIMINATION_RACE_RACIST,2
HATE_SPEECH,3
UNREST_SELF_IDENTIFIED_HATE_SPEECH,3
TAX_FNCACT_CHAIRPERSON,2
TAX_ETHNICITY_DUTCH,6
TAX_WORLDLANGUAGES_DUTCH,6
DISCRIMINATION_IMMIGRATION_XENOPHOBIA,2
NATURAL_DISASTER_FLOODED,1
REFUGEES,7
TAX_WORLDMAMMALS_DOGS,1
TAX_FNCACT_PRESIDING_OFFICER,1
TAX_FNCACT_LAWYERS,7
TAX_ETHNICITY_SOVIET,2
TAX_FNCACT_JUDGE,7
TAX_FNCACT_COLUMNIST,2
ECON_CURRENCY_EXCHANGE_RATE,1
ECON_BUDGET_DEFICIT,2
TAX_FNCACT_INDUSTRIALISTS,1
CRISISLEX_O01_WEATHER,1
TAX_ETHNICITY_ZIMBABWEANS,1
AUSTERITY,1
WB_1074_FISCAL_CONTRACTION,1
WB_1072_FISCAL_POLICY_AND_GROWTH,1
ECON_SUBSIDIES,5
WB_1948_SUBSIDIES,5
WB_706_EVIDENCE_BASED_POLICY,5
ECON_PRICECONTROL,1
WB_406_COMPETITION_POLICY,3
WB_1747_PRODUCT_MARKET_REGULATION_AND_COMPETITION_ADVOCACY,1
WB_2107_PRICE_CONTROLS,1
WB_1950_AGRICULTURE_TECHNOLOGY,2
WB_197_AGRICULTURAL_RESEARCH,2
TAX_DISEASE_CONVENTIONAL,3
TAX_FNCACT_EXECUTIVE_OFFICER,5
TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER,5
TAX_FNCACT_EDITORS,9
WB_1153_MIDDLE_CLASS,7
WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,7
WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,7
TAX_ETHNICITY_KENYAN,2
WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,3
WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,4
TAX_FNCACT_DESIGNER,3
TAX_WORLDLANGUAGES_GALLO,2
TAX_FNCACT_DIPLOMATS,8
WB_2931_IRON,3
WB_895_MINING_SYSTEMS,15
WB_1699_METAL_ORE_MINING,11
TAX_FNCACT_WORKER,13
TAX_ETHNICITY_BLACKS,1
WB_856_WAGES,7
WB_1654_ACTIVE_LABOR_MARKET_POLICIES,7
TAX_FNCACT_PRODUCER,9
TAX_WORLDMAMMALS_LEOPARD,1
WB_1773_CLIMATE_CHANGE_IMPACTS,1
WB_571_CLIMATE_SCIENCE,1
TAX_WORLDMAMMALS_SEAL,1
ECON_MIDDLECLASS,5
TAX_FNCACT_LADY,1
WB_498_EDUCATION_FINANCE,3
WB_1540_ECONOMICS_OF_EDUCATION,3
NATURAL_DISASTER_ERUPTION,1
TAX_FNCACT_JUDGES,1
TAX_DISEASE_DEPRESSION,1
WB_772_TRADE_FACILITATION_AND_LOGISTICS,2
WB_776_TRADE_POLICY,1
TAX_FNCACT_CORRESPONDENT,1
WB_2559_FOOD_TRADE,1
WB_192_AGRICULTURAL_TRADE,1
WB_1960_FARM_INPUTS,1
WB_1192_IMPACT_OF_TRADE,1
TAX_FNCACT_SCIENTIST,1
TAX_FNCACT_BABIES,1
TAX_DISEASE_INFECTION,3
HEALTH_SEXTRANSDISEASE,1
STATE_OF_EMERGENCY,1
TAX_DISEASE_CHILLS,1
TAX_ETHNICITY_FILIPINO,1
TAX_WORLDLANGUAGES_FILIPINO,1
ENV_WINDPOWER,4
NATURAL_DISASTER_SMOG,1
MARITIME_PIRACY,6
RECRUITMENT,7
TAX_ETHNICITY_MOCHA,1
TAX_ETHNICITY_CANADIAN,17
TAX_WORLDLANGUAGES_PINYIN,1
TAX_FNCACT_CRITIC,3
TAX_FNCACT_HERO,4
TAX_FNCACT_SCULPTOR,1
TAX_FNCACT_ATTORNEY,1
TAX_FNCACT_PROSECUTOR,5
TAX_FNCACT_HONOR_GUARD,1
WB_2510_WAR_CRIMES,21
TAX_MILITARY_TITLE_COMMANDER,2
TAX_FNCACT_COMMANDER,2
TAX_ETHNICITY_PALESTINIANS,1
TAX_FNCACT_SUPPORTER,1
HUMAN_RIGHTS_ABUSES_TORTURE,5
WB_988_LEVEES,1
VIOLENT_UNREST,7
TAX_WEAPONS_RUBBER_BULLETS,7
TAX_WEAPONS_GRENADE,2
TAX_FNCACT_IMMIGRANT,5
TAX_FNCACT_VIGILANTE,2
TAX_WEAPONS_MACHETES,2
TAX_FNCACT_IMMIGRANTS,10
EVACUATION,5
TAX_FNCACT_HAWKERS,13
WB_2165_HEALTH_EMERGENCIES,14
WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,14
WB_2167_PANDEMICS,14
TAX_ETHNICITY_ZULU,10
TAX_ETHNICITY_MALI,5
TAX_RELIGION_ISLAMIC,6
EXTREMISM,6
WB_1743_ANTICARTEL_ENFORCEMENT,1
WB_2446_CARTELS,1
WB_2101_ANTITRUST,1
CEASEFIRE,8
TAX_ETHNICITY_PERSIAN,1
TAX_WORLDLANGUAGES_PERSIAN,1
ENV_NATURALGAS,6
WB_539_OIL_AND_GAS_POLICY_STRATEGY_AND_INSTITUTIONS,3
WB_548_PPP_IN_OIL_AND_GAS,3
WB_2298_REFINERIES,2
ECON_BOYCOTT,1
WB_2467_TERRORISM,3
TAX_WORLDLANGUAGES_QATARIS,1
TAX_FNCACT_CROWN_PRINCE,1
TAX_FNCACT_AIDE,1
ASSASSINATION,1
FUELPRICES,3
TAX_DISEASE_DIABETES,1
TAX_CHRONICDISEASE,1
TAX_CHRONICDISEASE_DIABETES,1
WB_1433_DIABETES,1
TAX_WORLDMAMMALS_CARIBOU,1
TAX_WORLDMAMMALS_BEARS,1
TAX_WORLDMAMMALS_POLAR_BEARS,1
TAX_POLITICAL_PARTY_REPUBLICANS,1
TAX_ETHNICITY_DALIT,1
WB_2441_DOMESTIC_VIOLENCE,1
ENV_SOLAR,6
TAX_ETHNICITY_GERMAN,3
TAX_WORLDLANGUAGES_GERMAN,3
TAX_FNCACT_PHILOSOPHER,1
TAX_ETHNICITY_XHOSA,1
TAX_WORLDLANGUAGES_XHOSA,1
TAX_FNCACT_ARTISTS,1
SOC_POINTSOFINTEREST_PRISON,9
WB_2452_GANGS,4
TAX_WORLDFISH_SEA_SNAIL,1
TAX_FNCACT_CAMPAIGNER,2
TAX_FNCACT_AMBASSADORS,1
TAX_FNCACT_THIEVES,1
TAX_FNCACT_PORTFOLIO_MANAGER,1
WB_1245_FINANCIAL_VULNERABILITY_AND_RISKS,1
WB_1247_MARKET_RISKS,1
TAX_FNCACT_MASON,3
WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,4
WB_829_FISCAL_DECENTRALIZATION,3
WB_874_LOCAL_FINANCE,3
WB_877_ASSET_MANAGEMENT,3
WB_445_FISCAL_POLICY,4
TAX_WORLDLANGUAGES_KANCHANABURI,1
ECON_OILPRICE,3
WB_2940_TUNGSTEN,1
TAX_ETHNICITY_BELGIAN,1
TAX_ETHNICITY_BOLIVIA,1
TAX_WORLDMAMMALS_WOLF,1
TAX_ETHNICITY_PORTUGUESE,1
TAX_WORLDLANGUAGES_PORTUGUESE,1
CLOSURE,2
WB_2939_TANTALUM,1
TAX_FNCACT_BUYER,6
TAX_ETHNICITY_CZECH,1
TAX_WORLDLANGUAGES_CZECH,1
TAX_ETHNICITY_AUSTRIAN,1
TAX_WORLDLANGUAGES_NYANGA,12
TAX_FNCACT_FUND_MANAGER,12
TAX_FNCACT_SOCIAL_WORKER,12
WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES,12
WB_281_ICT_INDUSTRY_AND_SERVICES,12
WB_2424_ICT_AND_FINANCIAL_SECTOR,12
WB_2420_ICT_FOR_JOBS,12
WB_828_ELECTRONIC_PAYMENTS,12
WB_358_RETAIL_PAYMENTS,12
WB_827_MOBILE_MONEY,12
TAX_FNCACT_TELLER,12
TAX_FNCACT_OPERATOR,18
TAX_FNCACT_RETAILER,15
WB_1211_HUMAN_RESOURCES,12
TAX_FNCACT_PRACTITIONER,12
SLFID_ECONOMIC_POWER,2
MANMADE_DISASTER,1
MANMADE_DISASTER_RADIOACTIVE,1
TAX_ETHNICITY_AMERICANS,1
ENV_METALS,6
WB_2936_GOLD,5
TAX_ETHNICITY_ASHANTI,1
TAX_FNCACT_SCHOLARS,1
TAX_DISEASE_TUBERCULOSIS,2
WB_1419_TUBERCULOSIS,2
WB_1415_COMMUNICABLE_DISEASE,6
NATURAL_DISASTER_CYCLONE,1
CRISISLEX_T09_DISPLACEDRELOCATEDEVACUATED,3
NATURAL_DISASTER_DESTRUCTIVE_WINDS,1
WB_1490_PRIVATE_EDUCATION,1
TAX_FNCACT_ADVERTISERS,1
SOC_POINTSOFINTEREST_COLLEGE,1
WB_2180_MUTUAL_FUNDS,1
WB_336_NON_BANK_FINANCIAL_INSTITUTIONS,1
WB_341_INVESTMENT_FUNDS,1
WB_1042_TRADEMARKS,1
WB_718_PUBLIC_INVESTMENT_MANAGEMENT,1
TAX_FNCACT_MAYOR,2
TAX_POLITICAL_PARTY_ALLIANCE_PARTY,1
TAX_POLITICAL_PARTY_DEMOCRATIC_ALLIANCE_PARTY,1
SOC_POINTSOFINTEREST_JAIL,3
SLFID_RULE_OF_LAW,1
TAX_DISEASE_DUMPING,1
TAX_FNCACT_SENIOR_VICE_PRESIDENT,3
TAX_ETHNICITY_INDONESIAN,3
TAX_WORLDLANGUAGES_INDONESIAN,3
TAX_FNCACT_DISTRIBUTOR,3
WB_491_QUALITY_OF_EDUCATION,4
WB_2129_TEXTBOOKS,4
TAX_WORLDLANGUAGES_KATHI,3
TAX_WORLDLANGUAGES_CAMBODIAN,2
TAX_FNCACT_QUEEN,1
TAX_FNCACT_QUEEN_MOTHER,1
WB_2601_TRADE_LINKAGES_SPILLOVERS_AND_CONNECTIVITY,1
WB_866_CONNECTIVITY_AND_LAGGING_REGIONS,1
WB_797_NATIONAL_URBAN_POLICIES,1
SOC_POINTSOFINTEREST_POLICE_STATION,3
TAX_FNCACT_DEMONSTRATORS,1
TAX_POLITICAL_PARTY_DEMOCRATS,1
SOC_POINTSOFINTEREST_POLICE_STATIONS,1
DISPLACED,3
TAX_FOODSTAPLES_SOYBEAN,1
TAX_FNCACT_MERCHANT,1
TAX_FNCACT_INDUSTRIALIST,1
TAX_WORLDMAMMALS_DOG,4
ECON_DEVELOPMENTORGS_UNITED_NATIONS_ENVIRONMENT_PROGRAM,1
SOC_PARDON,1
SOC_ECONCOOP,1
NATURAL_DISASTER_FLOOD,3
TAX_FNCACT_ACTOR,3
GOV_INTERGOVERNMENTAL,8
TAX_ETHNICITY_KIRIBATI,3
TAX_WORLDLANGUAGES_KIRIBATI,3
ENV_DEFORESTATION,3
TAX_FNCACT_NOMINEE,3
TAX_FNCACT_POPE,3
WB_1844_MARKET_BASED_CLIMATE_CHANGE_MITIGATION,3
WB_1845_CARBON_TAX,3
WB_579_CLIMATE_CHANGE_MITIGATION,3
WB_529_WIND_ENERGY,3
TAX_WORLDMAMMALS_FISHER,1
TAX_FNCACT_POLITICIAN,2
ECON_HOUSING_PRICES,3
TAX_FNCACT_BUSINESSMAN,3
TAX_FNCACT_FASHION_MODEL,3
WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN,4
WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION,4
TAX_FNCACT_CONSULTANTS,6
TAX_WORLDLANGUAGES_LIGURIAN,1
ACT_MAKESTATEMENT,7
TAX_ETHNICITY_TAY,1
TAX_WORLDLANGUAGES_TAY,1
TAX_DISEASE_FLU,1
TAX_DISEASE_BIRD_FLU,1
TAX_DISEASE_H7N9,1
TAX_ETHNICITY_TAIWANESE,1
TAX_DISEASE_DISEASE,1
TAX_RELIGION_CHURCH,1
TAX_MILITARY_TITLE_OFFICERS,1
TAX_FNCACT_OFFICERS,1
WB_1199_WATER_SUPPLY_AND_SANITATION,1
WB_138_WATER_SUPPLY,1
TAX_DISEASE_HIV_INFECTION,1
TAX_FNCACT_ENVOYS,2
TAX_FNCACT_SECRETARY_OF_STATE,2
TAX_FNCACT_MILITARY_LEADERS,2
ECON_WORLDCURRENCIES_YUAN,19
TAX_FNCACT_CFO,1
TAX_FNCACT_PRINCIPAL,3
WB_1015_TRADE_REGULATION,2
WB_2563_TRADE_AND_FDI_PROMOTION_INFRASTRUCTURE,2
TAX_WEAPONS_TEAR_GAS,5
WB_1698_COAL_MINING,4
ECON_NATGASPRICE,2
TAX_FNCACT_OVERSEER,2
SELF_IDENTIFIED_HUMANITARIAN_CRISIS,15
TAX_RELIGION_SUFISM,10
TAX_RELIGION_ISLAM,10
WB_1362_MEDICAL_EQUIPMENT,10
TAX_FNCACT_FACILITATORS,10
TAX_FNCACT_MISSIONARY,12
TAX_FNCACT_MISSIONARIES,11
TAX_RELIGION_MUSLIM,12
TAX_ETHNICITY_MUSLIM,12
TAX_DISEASE_PLAGUE,1
TAX_FNCACT_ADMINISTRATORS,1
TAX_RELIGION_UIGHUR,1
TAX_WORLDLANGUAGES_UIGHUR,1
TAX_RELIGION_UIGHURS,1
TAX_RELIGION_SUFI,1
TAX_ETHNICITY_SUFI,1
TAX_RELIGION_ATHEIST,1
TAX_RELIGION_MOSQUES,1
TAX_FNCACT_BUSINESS_LEADER,1
WB_2299_PIPELINES,1
TAX_ETHNICITY_SUDANESE,20
IMPEACHMENT,2
TAX_FNCACT_POET,1
TAX_RELIGION_JEWS,1
TAX_FNCACT_WARRIORS,1
TAX_FNCACT_EMPLOYEE,1
TAX_WORLDLANGUAGES_SHANGANA,1
TAX_FNCACT_CHIEFS,1
WB_1493_USER_FEES_IN_EDUCATION,1
TAX_FNCACT_MEDICINE_MEN,1
TAX_WORLDMAMMALS_ZEBRA,1
TAX_FNCACT_BISHOP,2
DEATH_PENALTY,2
RETALIATE,1
TAX_FNCACT_REGULATOR,3
ACT_YIELD,1
TAX_WORLDLANGUAGES_BARA,4
TAX_ETHNICITY_EAST_INDIAN,4
TAX_WORLDLANGUAGES_KANSAS,5
TAX_FNCACT_BOSSES,5
TAX_WORLDLANGUAGES_ALABAMA,5
WB_1541_DEWORMING,5
WB_503_SCHOOL_HEALTH,5
NATURAL_DISASTER_ICE,5
SLFID_MILITARY_BUILDUP,4
TAX_WORLDLANGUAGES_BRUNEI,4
ENV_WATERWAYS,4
WB_1805_WATERWAYS,4
TAX_FNCACT_DIVER,5
NATURAL_DISASTER_DROWNED,4
TAX_FNCACT_POLICE_CHIEF,5
TAX_WORLDLANGUAGES_GALLEGOS,5
WB_2120_SATELLITES,4
WB_2329_ACCESS_AND_CONNECTIVITY,4
TAX_FNCACT_ASTRONOMER,4
TAX_FNCACT_SENATOR,5
TAX_POLITICAL_PARTY_DEMOCRAT,5
WB_969_CAPITAL_MARKETS_LAW_AND_REGULATION,6
WB_853_FINANCIAL_LAWS_AND_REGULATIONS,6
TAX_WORLDLANGUAGES_BOMBO,3
SOC_EMERGINGTECH,1
TAX_FNCACT_ENGINEER,1
TAX_WORLDLANGUAGES_MANDARIN,2
TAX_FNCACT_SERVICEMEN,1
TAX_ETHNICITY_UKRAINIAN,1
TAX_WORLDLANGUAGES_UKRAINIAN,1
TAX_FNCACT_SEPARATISTS,1
SEPARATISTS,1
TAX_FNCACT_CORONER,1
DISABILITY,1
WB_1464_HEALTH_OF_THE_DISABLED,1
TAX_FNCACT_DICTATOR,1
SOC_POINTSOFINTEREST_PRISONS,3
TAX_ETHNICITY_INDIGENOUS,1
ETH_INDIGINOUS,1
WB_528_SOLAR_ENERGY,1
ECON_ELECTRICALGENERATION,3
TAX_FNCACT_BANKER,1
TAX_WORLDMAMMALS_DRILLS,1
TAX_FNCACT_KILLERS,1
TAX_FNCACT_FEDERAL_AGENTS,1
NATURAL_DISASTER_VOLCANO,3
TAX_FNCACT_INSPECTORS,1
ENV_FISHERY,1
TAX_AIDGROUPS_GREENPEACE,1
ECON_WORLDCURRENCIES_EURO,1
TAX_WORLDLANGUAGES_GARROW,1
WB_2085_PUBLIC_SECTOR_DOWNSIZING,1
WB_2054_SIZE_OF_THE_PUBLIC_SERVICE,1
ECON_WORLDCURRENCIES_RENMINBI,14
TAX_FNCACT_VENDOR,2
TAX_DISEASE_OUTBREAK,6
TAX_ETHNICITY_KENYANS,6
TAX_WORLDBIRDS,5
TAX_WORLDBIRDS_NENE,5
TAX_DISEASE_EBOLA,4
WB_2663_EBOLA,4
TAX_FNCACT_MEDICAL_WORKERS,4
TAX_FNCACT_STATESMAN,2
TAX_FNCACT_CABINET_MINISTERS,3
TAX_FNCACT_GUARD_OF_HONOR,1
WB_1121_TAXATION,1
TAX_WORLDLANGUAGES_ETHIOPIAN,6
TAX_FNCACT_PILOTS,6
TAX_FNCACT_TECHNICIANS,6
NATURAL_DISASTER_FAMINE,6
TAX_WORLDLANGUAGES_YAOUNDE,6
TAX_FNCACT_PEACEKEEPERS,2
TAX_TERROR_GROUP_ALLIED_DEMOCRATIC_FORCES,1
WB_674_SHARED_INFRASTRUCTURE,1
WB_676_CLOUD_COMPUTING,1
WB_2934_COPPER,3
BLOCKADE,1
SEIGE,1
TAX_WORLDLANGUAGES_KWONG,1
TAX_ETHNICITY_QIANG,1
TAX_WORLDLANGUAGES_QIANG,1
WB_1150_VOLATILITY,2
POPULATION_DENSITY,4
WB_640_POPULATION_AND_DEMOGRAPHIC_CHANGE,4
WB_1448_DEMOGRAPHIC_CHANGE,4
TAX_RELIGION_JEWISH,3
TAX_ETHNICITY_JEWISH,3
TAX_FNCACT_EXPRESIDENT,1
TAX_FNCACT_WITCH,1
ECON_CENTRALBANK,2
WB_1235_CENTRAL_BANKS,2
EPU_POLICY_CENTRAL_BANK,2
WB_1671_MINIMUM_WAGES,1
TAX_ETHNICITY_VENEZUELANS,4
TAX_ETHNICITY_VENEZUELAN,4
AID_HUMANITARIAN,4
WB_2933_ZINC,2
WB_1650_PUBLIC_EMPLOYMENT_SERVICES,1
WB_1652_PLACEMENT,1
TAX_FNCACT_DIRECTORS,1
TAX_RELIGION_CONFUCIAN,1
WB_756_VULNERABLE_GROUPS,1
WB_421_SOCIAL_INCLUSION,1
WB_758_ORPHANS,1
TAX_RELIGION_DUTCH_REFORMED,1
TAX_RELIGION_BUDDHIST_MONK,1
WB_1751_LIQUEFIED_NATURAL_GAS,2
WB_549_OIL_AND_GAS_SYSTEMS,2
WB_2492_COUNTER_TERRORISM,1
ACT_FORCEPOSTURE,1
TAX_DISEASE_HIV_AIDS,1
EPU_CATS_HEALTHCARE,1
CRIME_LOOTING,2
TAX_DISEASE_STARVATION,2
TAX_FNCACT_COMEDIAN,1
TAX_WORLDLANGUAGES_GOLIATH,1
